timestamp,open,high,low,close,volume
2025-01-17 12:35:00,102435.99,102443.97,102392.85,102443.96,14.50281
2025-01-17 12:36:00,102443.97,102443.97,102374.25,102387.8,22.80314
2025-01-17 12:37:00,102387.81,102441.1,102387.8,102435.69,15.78731
2025-01-17 12:38:00,102435.68,102443.96,102417.49,102417.5,5.26143
2025-01-17 12:39:00,102417.49,102486.72,102417.49,102486.71,10.08508
2025-01-17 12:40:00,102486.71,102700.0,102486.71,102630.5,220.9136
2025-01-17 12:41:00,102630.5,102789.0,102630.5,102707.34,86.02672
2025-01-17 12:42:00,102707.34,102767.38,102683.17,102737.56,29.30977
2025-01-17 12:43:00,102737.56,102737.56,102675.86,102677.82,16.65281
2025-01-17 12:44:00,102677.83,102714.01,102677.82,102711.44,9.11145
2025-01-17 12:45:00,102711.43,102773.5,102705.35,102769.68,15.23637
2025-01-17 12:46:00,102769.67,102900.33,102769.67,102899.99,97.65789
2025-01-17 12:47:00,102900.0,102959.66,102899.99,102903.1,41.39751
2025-01-17 12:48:00,102902.0,102913.17,102838.22,102850.89,37.73908
2025-01-17 12:49:00,102850.89,102913.17,102850.88,102900.0,24.19276
2025-01-17 12:50:00,102900.01,102900.01,102802.09,102825.31,33.86107
2025-01-17 12:51:00,102825.31,102825.32,102741.74,102741.93,17.98217
2025-01-17 12:52:00,102741.92,102918.51,102741.92,102900.84,38.9744
2025-01-17 12:53:00,102900.84,102900.84,102846.9,102873.39,40.12092
2025-01-17 12:54:00,102873.39,102882.86,102804.98,102804.99,12.71393
2025-01-17 12:55:00,102804.99,102821.61,102793.07,102808.47,14.11106
2025-01-17 12:56:00,102808.46,102817.18,102753.72,102753.73,17.81751
2025-01-17 12:57:00,102753.72,102770.2,102742.31,102756.49,14.96787
2025-01-17 12:58:00,102756.48,102766.0,102752.0,102757.36,10.91027
2025-01-17 12:59:00,102757.35,102768.66,102735.64,102745.69,8.22269
2025-01-17 13:00:00,102745.68,102891.36,102745.68,102891.36,16.89918
2025-01-17 13:01:00,102891.36,102896.0,102820.48,102840.91,15.37571
2025-01-17 13:02:00,102840.92,102894.62,102839.94,102894.61,18.03759
2025-01-17 13:03:00,102894.61,102894.62,102859.14,102888.0,16.1035
2025-01-17 13:04:00,102888.0,102952.0,102884.73,102924.36,30.04912
2025-01-17 13:05:00,102924.36,102980.0,102905.71,102928.77,21.53481
2025-01-17 13:06:00,102928.77,102934.0,102868.0,102922.37,11.75819
2025-01-17 13:07:00,102922.37,102922.45,102876.42,102912.46,12.97306
2025-01-17 13:08:00,102912.46,102916.98,102896.0,102896.01,7.44012
2025-01-17 13:09:00,102896.01,102896.01,102828.58,102842.04,12.53606
2025-01-17 13:10:00,102842.03,102873.93,102834.2,102834.2,11.87723
2025-01-17 13:11:00,102834.2,102849.7,102811.89,102837.72,11.89962
2025-01-17 13:12:00,102837.72,102837.72,102763.51,102763.51,21.59895
2025-01-17 13:13:00,102763.52,102782.12,102757.1,102758.83,10.22898
2025-01-17 13:14:00,102758.83,102772.0,102755.42,102772.0,8.26514
2025-01-17 13:15:00,102772.0,102826.55,102764.74,102826.55,16.04808
2025-01-17 13:16:00,102826.54,102834.22,102789.71,102789.72,8.96764
2025-01-17 13:17:00,102789.71,102789.72,102745.69,102745.69,6.99371
2025-01-17 13:18:00,102745.69,102746.2,102579.0,102617.68,54.03735
